,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,success,status_code,status_message
0,False,,,0.0,"[{'id': 27, 'name': '공포'}, {'id': 9648, 'name': '미스터리'}, {'id': 53, 'name': '스릴러'}]",,280000.0,tt2396436,en,Lemon Tree Passage,,5.94,/wHjyhqP4v9srcV5mKYNvfHEnJsM.jpg,"[{'id': 46177, 'logo_path': None, 'name': 'Thirteen Disciples', 'origin_country': ''}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2014-08-25,0.0,84.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Lemon Tree Passage,False,4.1,75.0,,,
1,False,,,0.0,"[{'id': 99, 'name': '다큐멘터리'}]",,280001.0,tt0163823,en,The Second Gun,,0.6,,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1973-10-07,0.0,98.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Second Gun,False,0.0,0.0,,,
2,False,/bLI7uIY9Y1vDkx1Bt6Crn2NJELL.jpg,,0.0,"[{'id': 53, 'name': '스릴러'}, {'id': 27, 'name': '공포'}]",,280002.0,tt2714380,en,The Remaining,"화창한 어느 날, 수많은 하객들과 친구들의 축복을 받으며 댄(브라이언 디차트)과 스카일러(알렉사 베가)는 행복한 결혼식을 올린다. 그런데 예식이 끝나갈 무렵, 갑자기 스카일러의 부모님을 비롯한 하객들 대부분이 숨을 거두고 장내는 순식간에 아수라장이 된다. 엄청난 굉음에 이어 거대한 우박이 쏟아져 내리자, 스카일러는 성경에 나오는 세상의 종말이 온 것이라며 두려움에 떤다. '선한 사람은 사라지고 악한 사람은 남겨진다'는 성경 말씀대로, 세상에 남아있는 댄과 스카일러, 그리고 친구 잭(숀 시포스)과 토미(조니 파카)는 신에 대한 믿음이 없었던 것. 뒤늦게 기도를 드리던 스카일러가 정체 불명의 존재에게 공격 당하자, 댄과 친구들은 그녀와 함께 근처 교회로 피신한다. 하지만 스카일러의 병세는 악화되고 목사마저 참된 믿음을 설파한 직후 목숨을 잃으면서 댄과 친구들은 점점 궁지에 몰리게 되는데...",56.272,/z0HOfkCxd3QhEUfC3tR0s6U4ajp.jpg,"[{'id': 24007, 'logo_path': None, 'name': 'Sunrise Pictures', 'origin_country': 'US'}, {'id': 10156, 'logo_path': '/bWjWWQfiyZh9AkGYCkx1NcVdSvn.png', 'name': 'Affirm Films', 'origin_country': 'US'}, {'id': 49204, 'logo_path': None, 'name': 'Cinematic', 'origin_country': ''}, {'id': 49206, 'logo_path': None, 'name': 'Baron Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-08-25,1169603.0,88.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,리메이닝,False,5.5,246.0,,,
3,False,,,0.0,"[{'id': 16, 'name': '애니메이션'}]",,280003.0,tt0231466,cs,Diskjockey,,1.35,/8vFDcCmYSP87Y2CvIy4lp4eQ7T3.jpg,[],"[{'iso_3166_1': 'XC', 'name': 'Czechoslovakia'}]",1980-01-01,0.0,10.0,[],Released,,Diskjockey,False,5.8,13.0,,,
4,False,,,0.0,"[{'id': 18, 'name': '드라마'}, {'id': 10402, 'name': '음악'}, {'id': 10749, 'name': '로맨스'}]",,280004.0,tt0068662,en,The Great Waltz,,1.09,,"[{'id': 21, 'logo_path': '/aOWKh4gkNrfFZ3Ep7n0ckPhoGb5.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1972-11-11,0.0,135.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Great Waltz,False,0.0,0.0,,,
5,False,/9JfVZcV4N141FXMiK7VnK7hfW3h.jpg,,0.0,"[{'id': 37, 'name': '서부'}, {'id': 27, 'name': '공포'}]",http://www.bloodmoonthemovie.com/,280005.0,tt3529110,en,Blood Moon,,7.631,/16gNkbj4UxDgr1WIFYbnN7C89ke.jpg,"[{'id': 155187, 'logo_path': None, 'name': 'Michael Vine Associates', 'origin_country': ''}, {'id': 155188, 'logo_path': None, 'name': 'Plumcourt Production', 'origin_country': ''}, {'id': 114430, 'logo_path': None, 'name': 'Stretch Limo Productions', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2014-08-25,0.0,90.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Blood Moon,False,5.9,19.0,,,
6,False,,,0.0,"[{'id': 16, 'name': '애니메이션'}]",,280006.0,tt2097905,cs,Projekt,,1.4,/v6xvB8TWMmFECVpFqiPEreD37IX.jpg,"[{'id': 2329, 'logo_path': None, 'name': 'Krátký film Praha', 'origin_country': 'XC'}]","[{'iso_3166_1': 'XC', 'name': 'Czechoslovakia'}]",1981-01-01,0.0,6.0,"[{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Projekt,False,5.7,13.0,,,
7,False,,,0.0,"[{'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}]",,280007.0,tt0928142,cs,Hádanky za bonbón,,1.835,/1O3NqlVjdPDcrykXf8yeKkid8zD.jpg,[],"[{'iso_3166_1': 'XC', 'name': 'Czechoslovakia'}]",1978-01-01,0.0,8.0,"[{'english_name': 'Czech', 'iso_639_1': 'cs', 'name': 'Český'}]",Released,,Hádanky za bonbón,False,5.9,10.0,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,The resource you requested could not be found.
9,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,The resource you requested could not be found.
