,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,success,status_code,status_message
0,False,,,0.0,"[{'id': 18, 'name': '드라마'}]",,530000.0,tt1436378,de,Happy End,,0.6,,[],"[{'iso_3166_1': 'XG', 'name': 'East Germany'}]",1977-05-29,0.0,,[],Released,,Happy End,False,5.3,3.0,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,The resource you requested could not be found.
2,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,The resource you requested could not be found.
3,False,,,0.0,"[{'id': 10402, 'name': '음악'}]",,530003.0,,fr,Cindy,,0.6,/ebgfdA4rKeRzMxmOsHKfKU5Yfnf.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",2002-09-11,0.0,0.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Cindy,False,0.0,0.0,,,
4,True,,,0.0,[],,530004.0,tt0473789,en,The Babysitter 4,,0.6,/2jjZ7jCwuTuBItVBwmt9zwbQ8Qc.jpg,"[{'id': 8020, 'logo_path': None, 'name': 'Multimedia Pictures', 'origin_country': 'US'}, {'id': 8021, 'logo_path': None, 'name': 'Notorious', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-11-16,0.0,85.0,[],Released,,The Babysitter 4,True,0.0,0.0,,,
5,True,,,0.0,[],,530005.0,tt0299505,en,The Babysitter 6,,0.655,/xZHGUYTMoUC4bnaRtoIHpOFDxbu.jpg,"[{'id': 8020, 'logo_path': None, 'name': 'Multimedia Pictures', 'origin_country': 'US'}, {'id': 8021, 'logo_path': None, 'name': 'Notorious', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-05-10,0.0,82.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Babysitter 6,True,0.0,0.0,,,
6,False,,,0.0,"[{'id': 18, 'name': '드라마'}]",,530006.0,tt2526506,de,Prof. Dr. med. Maria Fabian,,0.6,,[],"[{'iso_3166_1': 'XG', 'name': 'East Germany'}]",1972-06-06,0.0,,[],Released,,Prof. Dr. med. Maria Fabian,False,0.0,0.0,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,The resource you requested could not be found.
8,True,,,0.0,[],,530008.0,tt0355239,en,The Babysitter 7,,0.6,/9DsCX5qFHNL9rI1sGeJpRbfYvJu.jpg,"[{'id': 8020, 'logo_path': None, 'name': 'Multimedia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-09-28,0.0,84.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Babysitter 7,False,0.0,0.0,,,
9,False,,,0.0,"[{'id': 18, 'name': '드라마'}, {'id': 878, 'name': 'SF'}, {'id': 53, 'name': '스릴러'}, {'id': 9648, 'name': '미스터리'}]",,530009.0,tt5876274,en,The Prevailing Winds,,0.6,/Ag7LPIWT8tCLIIsMNGqFCtqdXAd.jpg,"[{'id': 154682, 'logo_path': None, 'name': 'Eastern Edge Film Fund', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2016-10-01,0.0,13.0,[],Released,,The Prevailing Winds,False,0.0,0.0,,,
10,True,,,0.0,[],,530010.0,tt0473787,en,The Babysitter 17,,0.6,/e7a9hLMsqZ0ajYmHE1BJiSEn5Pz.jpg,"[{'id': 8020, 'logo_path': None, 'name': 'Multimedia Pictures', 'origin_country': 'US'}, {'id': 8021, 'logo_path': None, 'name': 'Notorious', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-02-03,0.0,86.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Babysitter 17,True,0.0,0.0,,,
11,False,/8rVM8m1o6sPNUX2wk8jt0rkjye.jpg,,0.0,"[{'id': 18, 'name': '드라마'}, {'id': 10751, 'name': '가족'}, {'id': 10749, 'name': '로맨스'}]",,530011.0,tt0212900,az,Bir Ailəlik Bağ Evi,,0.6,/rQRlh0jpQDe4fPXMrkoNNmSSjkS.jpg,"[{'id': 29866, 'logo_path': '/xT6f8MeShW56K4pNS08YL7cDwOK.png', 'name': 'Azerbaijanfilm', 'origin_country': 'AZ'}]","[{'iso_3166_1': 'AZ', 'name': 'Azerbaijan'}, {'iso_3166_1': 'SU', 'name': 'Soviet Union'}]",1978-02-13,0.0,84.0,"[{'english_name': 'Azerbaijani', 'iso_639_1': 'az', 'name': 'Azərbaycan'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Bir Ailəlik Bağ Evi,False,0.0,0.0,,,
12,False,/AgXzrU62GtEbBb7zQAAnqYrNkwj.jpg,,0.0,[],,530012.0,tt0164687,fr,Les intrus,,0.6,/uEt1hLuCod1xb1Pez36LyN9TiHK.jpg,[],[],1972-02-18,0.0,90.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Les intrus,False,0.0,0.0,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,The resource you requested could not be found.
14,False,/eJVwPYpVkQ5ZIqPQLzguCLx6yCL.jpg,"{'id': 530016, 'name': 'Francesco', 'poster_path': '/4ohQ94vHG4QAoVCjj2mp5LEogSL.jpg', 'backdrop_path': '/eJVwPYpVkQ5ZIqPQLzguCLx6yCL.jpg'}",0.0,[],,530014.0,,de,Francesco II.,,0.6,/4ohQ94vHG4QAoVCjj2mp5LEogSL.jpg,[],[],,0.0,,[],Released,,Francesco II.,False,0.0,0.0,,,
15,False,,,0.0,"[{'id': 35, 'name': '코미디'}]",,530015.0,tt0335984,tl,Baliktaran: Si Ace at si Daisy,,0.627,/epriPC15shchvaOLqdLLYS0MPPw.jpg,"[{'id': 105640, 'logo_path': None, 'name': 'JTR Productions', 'origin_country': ''}, {'id': 8356, 'logo_path': None, 'name': 'Viva Films', 'origin_country': 'PH'}]",[],2001-05-04,0.0,115.0,"[{'english_name': 'Tagalog', 'iso_639_1': 'tl', 'name': ''}]",Released,,Baliktaran: Si Ace at si Daisy,False,0.0,0.0,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,The resource you requested could not be found.
17,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,The resource you requested could not be found.
