,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,success,status_code,status_message
0,False,/hA5zCyAXpVEHMJT0bBaAwMJCK8f.jpg,,0.0,"[{'id': 99, 'name': '다큐멘터리'}, {'id': 12, 'name': '모험'}]",,680000.0,tt8493156,en,Safety to Nome,,1.802,/x4wc1BJpaZRYDOo217DKLqVC3Kb.jpg,[],[],2019-02-23,0.0,86.0,[],Released,,Safety to Nome,False,7.0,2.0,,,
1,False,,,0.0,[],,680001.0,,en,Scoutmaster Magoo,,0.6,,[],[],,0.0,7.0,[],Released,,Scoutmaster Magoo,False,0.0,0.0,,,
2,False,/pDQuheZ02F2OX22Brou9PJPEYw5.jpg,,130000.0,"[{'id': 99, 'name': '다큐멘터리'}]",https://www.vaxxed2.com/,680002.0,tt11137248,en,Vaxxed II: The People's Truth,,1.623,/uSbp3YBF3yyD2Hnby49ucHoCYUH.jpg,"[{'id': 130003, 'logo_path': None, 'name': 'Tommey Burrowes Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2019-11-06,0.0,92.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Vaxxed II: The People's Truth,False,5.0,2.0,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,The resource you requested could not be found.
4,False,,,0.0,"[{'id': 16, 'name': '애니메이션'}]",,680004.0,tt0150491,en,The Explosive Mr. Magoo,,1.341,,"[{'id': 8409, 'logo_path': None, 'name': 'United Productions of America (UPA)', 'origin_country': ''}]",[],1958-05-08,0.0,7.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Explosive Mr. Magoo,False,0.0,0.0,,,
5,False,,,0.0,"[{'id': 16, 'name': '애니메이션'}]",,680005.0,tt0151463,en,Magoo’s Three-Point Landing,,0.6,,"[{'id': 8409, 'logo_path': None, 'name': 'United Productions of America (UPA)', 'origin_country': ''}]",[],1958-06-05,0.0,7.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Magoo’s Three-Point Landing,False,0.0,0.0,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,The resource you requested could not be found.
7,False,,,0.0,"[{'id': 16, 'name': '애니메이션'}]",,680007.0,tt0151455,en,Magoo’s Cruise,,0.6,,"[{'id': 8409, 'logo_path': None, 'name': 'United Productions of America (UPA)', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1958-09-11,0.0,6.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Magoo’s Cruise,False,0.0,0.0,,,
8,False,,,0.0,"[{'id': 16, 'name': '애니메이션'}]",,680008.0,tt0151394,en,Love Comes to Magoo,,0.655,,"[{'id': 8409, 'logo_path': None, 'name': 'United Productions of America (UPA)', 'origin_country': ''}]",[],1958-10-02,0.0,6.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Love Comes to Magoo,False,0.0,0.0,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,The resource you requested could not be found.
10,False,,,0.0,"[{'id': 16, 'name': '애니메이션'}]",,680010.0,tt0150800,en,Gumshoe Magoo,,0.6,,"[{'id': 8409, 'logo_path': None, 'name': 'United Productions of America (UPA)', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1958-10-06,0.0,7.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Gumshoe Magoo,False,0.0,0.0,,,
