,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,success,status_code,status_message
0,False,/p53KvHo8qfzmvqFJ7AhGeQneeMX.jpg,,0.0,"[{'id': 99, 'name': '다큐멘터리'}]",,620000.0,,en,Time nor Tide: Remembering Lee Kuan Yew,,0.6,/fwZmFmr9BBm1xPcRgtOUTBoPz54.jpg,[],[],,0.0,101.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Time nor Tide: Remembering Lee Kuan Yew,False,0.0,0.0,,,
1,False,/jrClpSMK9u2fJXc6ERaAy7aVwze.jpg,,0.0,[],,620001.0,,en,Eastland: Chicago's Deadliest Day,,0.6,/wS6PzOlF2nR6dniIBcM4376SCjW.jpg,[],[],2019-07-25,0.0,,[],Released,,Eastland: Chicago's Deadliest Day,False,0.0,0.0,,,
2,False,,,0.0,"[{'id': 10749, 'name': '로맨스'}]",,620002.0,tt0332048,de,Figaros Hochzeit,,0.6,/eP26RmcAyRevJx00EP3GvGcxWvq.jpg,"[{'id': 15719, 'logo_path': None, 'name': 'Terra Film', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1920-07-30,0.0,,[],Released,,Figaros Hochzeit,False,0.0,0.0,,,
3,False,,,0.0,"[{'id': 35, 'name': '코미디'}]",,620003.0,tt0012182,en,The Foolish Age,,1.127,/5qqfBDGpFK0Ymr53PQjrLZKNPLY.jpg,"[{'id': 5235, 'logo_path': None, 'name': 'Hunt Stromberg Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1921-10-16,0.0,0.0,[],Released,,The Foolish Age,False,0.0,0.0,,,
4,False,/f6SlOYpzsZjDGtMUNEQ7T50Qo7Y.jpg,,0.0,"[{'id': 18, 'name': '드라마'}]",https://travellingdistribution.com/en/film/anime-7,620004.0,tt5733664,fr,Anime,,1.366,/7qig1q8F6ejuPdSjMR8TBa0rDOz.jpg,"[{'id': 111173, 'logo_path': None, 'name': 'Antler Films', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2017-03-16,0.0,,"[{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Anime,False,9.1,4.0,,,
5,False,,,0.0,"[{'id': 35, 'name': '코미디'}]",,620005.0,tt0018699,en,The Big Killing,,1.4,/lWZVUscYB5Dc8oFFyAHbkI3yIi9.jpg,"[{'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1928-07-01,0.0,,[],Released,,The Big Killing,False,0.0,0.0,,,
6,False,,,0.0,"[{'id': 99, 'name': '다큐멘터리'}]",,620006.0,tt6989446,fr,Bloody Wasteland: The Making of Turbo Kid,,0.6,/dSgOD7c3tv6wYqtE6BQ17yK2aUK.jpg,"[{'id': 62055, 'logo_path': None, 'name': 'EMAfilms', 'origin_country': 'CA'}, {'id': 7662, 'logo_path': None, 'name': 'Epic Pictures Group', 'origin_country': 'US'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2015-10-05,0.0,23.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Bloody Wasteland: The Making of Turbo Kid,False,0.0,0.0,,,
7,False,/vcpwHyUFxRsMQPxEqO7Mcy2IOQ4.jpg,,0.0,"[{'id': 80, 'name': '범죄'}, {'id': 18, 'name': '드라마'}]",,620007.0,tt0011975,en,Black Roses,,0.6,/n6l1eGGb42tNbQuVLXTkv9T846S.jpg,"[{'id': 121472, 'logo_path': None, 'name': 'Hayakawa Feature Play Company', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1921-05-22,0.0,60.0,[],Released,,Black Roses,False,0.0,0.0,,,
8,False,,,0.0,"[{'id': 10749, 'name': '로맨스'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}]",,620008.0,tt9747276,kn,Aadi Lakshmi Puraana,,0.65,/b9ZH6jMd9v75U144XFmkiyaqgRG.jpg,"[{'id': 44306, 'logo_path': '/1mRlLVmmDyfGyGkpEW9AoK8d1gA.png', 'name': 'Rockline Entertainments', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2019-07-19,0.0,122.0,"[{'english_name': 'Kannada', 'iso_639_1': 'kn', 'name': '?????'}]",Released,,Aadi Lakshmi Puraana,False,0.0,0.0,,,
9,False,/slsyVlx2Ue1BABpmAspre5APBwV.jpg,,0.0,"[{'id': 12, 'name': '모험'}]",,620009.0,tt0012028,en,Cappy Ricks,,1.4,/qndJmCNi52j3868OAFT1FGdniIy.jpg,"[{'id': 29729, 'logo_path': None, 'name': 'Famous Players-Lasky Corporation', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1921-08-21,0.0,60.0,[],Released,,Cappy Ricks,False,0.0,0.0,,,
