,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,success,status_code,status_message
0,False,,,0.0,"[{'id': 18, 'name': '드라마'}]",,370000.0,tt0437241,tl,Isabel Aquino: I Want to Live,,0.6,/frIPdOLXgOKqAz1IRShwfz8C48D.jpg,"[{'id': 8238, 'logo_path': '/3f3SS3sep9V3Nf7RAxNd5UUEw1E.png', 'name': 'Regal Entertainment', 'origin_country': 'PH'}]","[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",1990-07-18,0.0,120.0,"[{'english_name': 'Tagalog', 'iso_639_1': 'tl', 'name': ''}]",Released,,Isabel Aquino: I Want to Live,False,0.0,0.0,,,
1,False,,,0.0,"[{'id': 18, 'name': '드라마'}]",,370001.0,tt0078891,en,Bodas de Papel,,0.606,/iRqMotrdcAK8iUOtkvV6fngbpPR.jpg,"[{'id': 68680, 'logo_path': None, 'name': 'Cinematográfica Stevani-Bardina', 'origin_country': ''}]","[{'iso_3166_1': 'VE', 'name': 'Venezuela'}]",1979-06-13,0.0,90.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Bodas de Papel,False,0.0,0.0,,,
2,False,,,0.0,"[{'id': 99, 'name': '다큐멘터리'}]",,370002.0,tt4913778,en,Home James,,0.71,/m9bdDUCTT6tucaoiAS1wbG2Egh7.jpg,"[{'id': 12476, 'logo_path': '/A8X93JHJONB6YXYYRmYWKajp9lg.png', 'name': 'Yorkshire Television', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1972-09-19,0.0,52.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Home James,False,6.5,4.0,,,
3,False,,,0.0,"[{'id': 14, 'name': '판타지'}, {'id': 35, 'name': '코미디'}]",,370003.0,tt0422616,tl,Last Two Minutes,,0.804,,"[{'id': 8238, 'logo_path': '/3f3SS3sep9V3Nf7RAxNd5UUEw1E.png', 'name': 'Regal Entertainment', 'origin_country': 'PH'}]","[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",1989-12-25,0.0,0.0,"[{'english_name': 'Tagalog', 'iso_639_1': 'tl', 'name': ''}]",Released,,Last Two Minutes,False,0.0,0.0,,,
4,False,,,0.0,"[{'id': 27, 'name': '공포'}]",,370004.0,tt0470364,zh,画皮,,0.693,/hhCI8ozZh4lDiKxNNJB83vIbIYU.jpg,"[{'id': 71847, 'logo_path': None, 'name': 'Feng Huang Motion Picture Company', 'origin_country': 'HK'}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",1966-07-29,0.0,94.0,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,画皮,False,7.3,3.0,,,
5,False,,,0.0,"[{'id': 18, 'name': '드라마'}, {'id': 10770, 'name': 'TV 영화'}]",http://ingmarbergman.se/en/production/storm,370005.0,tt0130171,sv,Oväder,,0.681,/dFXFiPDCmMwa8Jou4TpgP0wFdo1.jpg,"[{'id': 9138, 'logo_path': '/14AzgC0B2KT231csPJsramojWlN.png', 'name': 'Sveriges Radio (SR)', 'origin_country': 'SE'}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",1960-01-22,0.0,91.0,"[{'english_name': 'Swedish', 'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,Oväder,False,6.0,3.0,,,
6,False,,,0.0,"[{'id': 18, 'name': '드라마'}]",,370006.0,tt0185184,tl,Bayad Puri,,0.6,,"[{'id': 8356, 'logo_path': None, 'name': 'Viva Films', 'origin_country': 'PH'}]","[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",1999-01-21,0.0,0.0,[],Released,,Bayad Puri,False,0.0,0.0,,,
7,False,,,0.0,[],,370007.0,tt0244440,en,"Bromas, S.A",,0.997,,[],[],1967-12-28,0.0,95.0,[],Released,,"Bromas, S.A",False,5.0,4.0,,,
8,False,,,0.0,[],,370008.0,tt0376503,en,"Batangueño, Kabitenyo",,0.914,/xnfSnpEWthh9FKAJCUZA0jQng4M.jpg,"[{'id': 50471, 'logo_path': None, 'name': 'Falcon Films', 'origin_country': ''}, {'id': 8356, 'logo_path': None, 'name': 'Viva Films', 'origin_country': 'PH'}]","[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",1995-01-01,0.0,102.0,"[{'english_name': 'Tagalog', 'iso_639_1': 'tl', 'name': ''}]",Released,,"Batangueño, Kabitenyo",False,0.0,0.0,,,
9,False,,,0.0,"[{'id': 18, 'name': '드라마'}]",,370009.0,tt0091479,es,Manon,,0.6,/z8aUJ22SnYJZtUjvMpH1SuaCIh4.jpg,"[{'id': 50787, 'logo_path': None, 'name': 'Gente de Cine', 'origin_country': ''}]","[{'iso_3166_1': 'VE', 'name': 'Venezuela'}]",1986-07-22,0.0,115.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Manon,False,0.0,0.0,,,
