,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,success,status_code,status_message
0,False,,,0.0,[],,750000.0,,en,Cliff Richard: The Time Machine Tour,,0.6,/7QkEhEmhiP4tGNdhdhkzLBAEHRA.jpg,[],[],,0.0,0.0,[],Released,,Cliff Richard: The Time Machine Tour,True,0.0,0.0,,,
1,False,/jcBeBR0pvp7k9cZYLQzrDDd1M9I.jpg,,0.0,"[{'id': 18, 'name': '드라마'}]",,750001.0,tt7919862,es,Ayer y Mañana,,0.6,/9OVfUfgtFCn3Lf9Jk7d0NxL52rS.jpg,"[{'id': 27880, 'logo_path': None, 'name': 'Centro Universitario de Estudios Cinematográficos (CUEC)', 'origin_country': ''}, {'id': 129096, 'logo_path': None, 'name': 'ENAC UNAM', 'origin_country': ''}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",2020-10-05,0.0,23.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Ayer y Mañana,False,0.0,0.0,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,The resource you requested could not be found.
3,False,,,0.0,"[{'id': 99, 'name': '다큐멘터리'}]",,750003.0,,en,My Culture,,0.6,,"[{'id': 140427, 'logo_path': None, 'name': 'Reel Youth', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2019-10-28,0.0,3.0,[],Released,,My Culture,False,0.0,0.0,,,
4,False,/xwNhvDuxSL23W7zqWOSdOTaRfWi.jpg,,0.0,"[{'id': 99, 'name': '다큐멘터리'}]",,750004.0,,en,My Mother My Rock,,0.6,/leSy6arnwvjlTEDK1gUc51x0swe.jpg,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2020-09-24,0.0,11.0,[],Released,,My Mother My Rock,False,0.0,0.0,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,The resource you requested could not be found.
6,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,The resource you requested could not be found.
7,False,/hPl6mQYto03qgos40hEZLA4TrJu.jpg,,0.0,[],,750007.0,,th,Dua Lipa: Amazon Prime Day Concert,,1.4,/o4qQ9TqmoqoXBEAlPsaL1AT4EzY.jpg,[],[],2019-08-10,0.0,0.0,[],Released,,Dua Lipa: Amazon Prime Day Concert,False,0.0,0.0,,,
8,False,/mrVJ5bqtGybRg5oCD0wOaigegCz.jpg,,0.0,"[{'id': 99, 'name': '다큐멘터리'}]",,750008.0,tt14315504,fr,Citizen Kitano,,2.261,/qPVYNoCfBPEIlNB13tYNcjZsrzZ.jpg,"[{'id': 63251, 'logo_path': None, 'name': 'Brainworks', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2020-10-16,0.0,73.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Citizen Kitano,False,7.4,4.0,,,
9,False,/zSNgzQf0T6BBbfcoVeNvPQpsdkh.jpg,,0.0,"[{'id': 10749, 'name': '로맨스'}, {'id': 14, 'name': '판타지'}]",,750009.0,,ca,Propera parada,,0.6,/1dYqdPoZaMO0eLSfYrolP0oBFth.jpg,[],"[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2019-10-27,0.0,3.0,[],Released,,Propera parada,False,9.0,1.0,,,
10,False,,,0.0,"[{'id': 35, 'name': '코미디'}, {'id': 18, 'name': '드라마'}]",,750010.0,tt4572388,fi,Miss Zahra,,0.6,/dRaithSmb6sY9WEZdHhl1uT8mmB.jpg,"[{'id': 85769, 'logo_path': None, 'name': 'Mjölk Movies', 'origin_country': ''}, {'id': 132834, 'logo_path': None, 'name': 'Kamara', 'origin_country': ''}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'TR', 'name': 'Turkey'}]",2015-01-01,0.0,28.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Finnish', 'iso_639_1': 'fi', 'name': 'suomi'}]",Released,,Miss Zahra,False,0.0,0.0,,,
11,False,,,0.0,"[{'id': 35, 'name': '코미디'}]",,750011.0,tt11447116,fi,Bändi Nimeltä Rasvaton Maito,,0.6,,[],"[{'iso_3166_1': 'FI', 'name': 'Finland'}]",2019-12-07,0.0,13.0,"[{'english_name': 'Finnish', 'iso_639_1': 'fi', 'name': 'suomi'}]",Released,,Bändi Nimeltä Rasvaton Maito,False,0.0,0.0,,,
